generation_id,prompt_condition,response_record_present,transport_success,content_present,valid_n,rejected_n,complete_100,fit_status,zipf_beta,zipf_r2,road_beta,road_r2,gdp_beta,gdp_r2,population_unique_ratio,population_log10_span,road_unique_ratio,road_log10_span,gdp_unique_ratio,gdp_log10_span,road_log_residual_sd,gdp_log_residual_sd
source_matched_blueprint_040,Blueprint prompt,1,1,1,103,1,0,ok,-1.471123443074919,0.9336425481581826,0.8526099525285957,0.9803681746281364,1.059289407546386,0.9688682575867544,1.0,2.5026753591920503,1.0,2.088136088700552,0.7961165048543689,2.640978057358332,0.1707268440045714,0.2686888566807628
source_matched_baseline_041,Baseline prompt,1,1,1,85,0,0,ok,-0.2157540270924647,0.7921397812288722,0.8986067375508321,0.9661801133863052,1.2146858502798616,0.9697484484729232,1.0,0.4172993082557603,1.0,0.3520814841497799,1.0,0.5557528411247437,0.0375025274873184,0.0478566278650947
source_matched_blueprint_041,Blueprint prompt,1,1,1,88,0,0,ok,-0.9930895005922648,0.8295747643931666,0.9416766625779582,0.9924464853233216,0.9975910097816588,0.9828832156875864,1.0,1.9565152093624676,0.9886363636363636,1.7097080876807451,0.9772727272727272,2.008376019766282,0.0825808079746198,0.1323332525313924
source_matched_baseline_042,Baseline prompt,1,1,1,89,0,0,ok,-0.4786812287610373,0.7781319489551978,0.9794519528264264,0.9931141527921048,1.0802559051442306,0.9940235470626718,1.0,1.0711942861266834,1.0,0.9614875793232036,0.9775280898876404,1.1094859630395992,0.0408264034838786,0.0419303942928065
source_matched_blueprint_042,Blueprint prompt,1,1,1,93,0,0,ok,-1.2849506888252886,0.943832517665662,0.9821381428929824,0.985990211053785,1.0953260556389504,0.9927396340960076,0.946236559139785,2.539717812832688,0.9247311827956988,2.345322130192854,1.0,2.592731766393962,0.1431719765931635,0.1145541799457464
source_matched_baseline_043,Baseline prompt,1,1,1,88,0,0,ok,-0.6402227959976811,0.7614481622423624,0.8789945122431649,0.9960777083271424,0.9666701661955436,0.9965224914171122,1.0,1.2102567644785411,0.9886363636363636,1.1391791757229104,1.0,1.2311659340587284,0.0373092195913035,0.0386256265129769
source_matched_blueprint_043,Blueprint prompt,1,0,0,0,0,0,not_fit,,,,,,,,,,,,,,
source_matched_baseline_044,Baseline prompt,1,1,1,93,0,0,ok,-0.500174235231208,0.781841414860396,0.7528601730884289,0.9383548205301732,1.0469774620769885,0.940463011300312,0.989247311827957,1.316934884935157,0.989247311827957,0.7186885283554867,0.978494623655914,0.9408279985613884,0.1009274439519813,0.1377808441070147
source_matched_blueprint_044,Blueprint prompt,1,1,1,91,0,0,ok,-1.0015336317839847,0.7437159197581016,0.6965386205060766,0.9798471968772706,1.0558333182738449,0.9924083260402716,1.0,2.646899039407141,1.0,1.6170376143610323,1.0,2.823148059810694,0.1071439560662718,0.099049630453237
source_matched_baseline_045,Baseline prompt,1,1,1,85,0,0,ok,-0.5726214599571224,0.7196881201138543,0.8821890118625402,0.9869699170952898,1.0033506443283648,0.995680322698657,0.9882352941176472,0.9982453478204903,1.0,0.8813904212696988,1.0,1.0257829372445306,0.0629585288372442,0.0410477842817551
