profile_id,prompt_condition,transport_success,parser_valid,parse_error,fit_success,fit_error,alpha_hat,c_hat,D_hat_km,inverse_s_r2,inverse_s_aicc,best_parametric_alternative,best_alternative_aicc,inverse_s_aicc_advantage,inverse_s_aicc_winner,unique_value_ratio,nonincreasing_step_fraction,local_reversal_count,normalized_second_difference
decay_setting_055,Blueprint prompt,1,1,,True,,1.6643811946258378,0.0097293731905485,24.98413997521291,0.9942513417270716,-797.1990072806209,exp_floor,-745.8154056813169,51.38360159930403,1.0,0.39,1.0,0.0,0.0035882484862076
decay_setting_056,Baseline prompt,0,0,empty,,,,,,,,,,,,,,,
decay_setting_056,Blueprint prompt,1,1,,True,,1.9136686151390785,0.0162817338430929,45.073395467325575,0.9979784276377516,-867.5559553825547,exp_floor,-638.5452358430523,229.0107195395024,1.0,0.58,1.0,0.0,0.0044365572315883
decay_setting_057,Baseline prompt,1,1,,True,,1.2191795998234458,0.0044485920212821,17.151521225200433,0.9983209815322092,-957.0553615969636,exp_floor,-823.0754933363904,133.97986826057308,1.0,0.36,1.0,0.0,0.0022959183673469
decay_setting_057,Blueprint prompt,1,1,,True,,1.72231569930906,0.0217419693886647,31.38855607231353,0.9976833737330828,-876.1643939967153,exp_floor,-728.9739956681234,147.19039832859187,1.0,0.48,1.0,0.0,0.0051020408163265
decay_setting_058,Baseline prompt,1,1,,True,,1.7134836496348946,0.0203673314279287,33.21033414571404,0.987995333531218,-704.9330978340263,exp_floor,-815.1043227980741,-110.17122496404784,0.0,0.53,1.0,0.0,0.003365175857577
decay_setting_058,Blueprint prompt,1,1,,True,,1.5086338604385734,0.0303287354859208,41.874416583332064,0.995190286855736,-800.434080202988,exp_floor,-769.3374100249156,31.09667017807237,1.0,0.63,1.0,0.0,0.0058644147314098
decay_setting_059,Baseline prompt,1,1,,True,,1.364384604750681,0.0010602174179572,31.769852234758662,0.9967501944177044,-849.1736772041801,exp_floor,-725.9591264963835,123.21455070779656,1.0,0.52,1.0,0.0,0.0038415366146458
decay_setting_059,Blueprint prompt,1,1,,True,,1.6592881027102244,0.0145251824363728,30.835927917917463,0.9926945518503268,-760.4893052742032,exp_floor,-794.8747968583676,-34.38549158416447,0.0,0.5,1.0,0.0,0.0042610450773716
decay_setting_060,Baseline prompt,1,1,,True,,1.3886991026157778,0.0137707322391386,24.03587206310089,0.9972485382007134,-882.1943956597684,exp_floor,-799.6164029267877,82.57799273298065,1.0,0.43,1.0,0.0,0.004737609329446
decay_setting_060,Blueprint prompt,1,1,,True,,1.5543701394582374,0.0064762996739594,51.82084084339642,0.9975345771867632,-859.897490590541,exp_floor,-655.4737312723323,204.42375931820868,1.0,0.71,1.0,0.0,0.0065258661604176
decay_setting_061,Baseline prompt,1,1,,True,,1.7311769714399037,0.0091216583536398,31.40244097252897,0.9990527439646386,-963.7513887988432,exp_floor,-667.1873743074407,296.5640144914024,1.0,0.47,1.0,0.0,0.0030369290573372
decay_setting_061,Blueprint prompt,1,1,,True,,1.4837821065204504,0.051281318913,35.56857153512449,0.9857170176831904,-698.9235912422647,exp_floor,-1018.4295420608232,-319.5059508185585,0.0,0.59,1.0,0.0,0.006433007985803
decay_setting_062,Baseline prompt,1,1,,True,,1.390591535435389,0.00045742641874,26.173539322710575,0.9976368088755068,-890.3148268124163,exp_floor,-722.1758219904568,168.13900482195947,1.0,0.45,1.0,0.0,0.0025210084033613
decay_setting_062,Blueprint prompt,1,1,,True,,1.390354465630928,0.0014607668199447,42.59684665170448,0.991580729731113,-743.6534805371753,exp_floor,-696.2611760688168,47.39230446835848,1.0,0.65,1.0,0.0,0.0035595633602278
decay_setting_063,Baseline prompt,1,1,,True,,1.6187179330456596,0.0078150218475989,23.328231511456185,0.9991133659351126,-992.219074149266,exp_floor,-689.0710287809595,303.1480453683066,1.0,0.38,1.0,0.0,0.0035228377065111
decay_setting_063,Blueprint prompt,1,1,,True,,2.029896125637286,0.019519197872144,38.33474175583244,0.9947803302133492,-773.7926937981348,exp_floor,-683.5102429999667,90.28245079816804,1.0,0.54,1.0,0.0,0.0034383318544809
decay_setting_064,Baseline prompt,1,1,,True,,1.449686145179097,0.0111548643351033,25.450326359196083,0.9986429125062748,-948.0275569206094,exp_floor,-745.1011634773142,202.9263934432952,1.0,0.43,1.0,0.0,0.004494655004859
decay_setting_064,Blueprint prompt,1,1,,True,,1.4831500104239177,0.0343511026383687,45.91982599413097,0.9894840941420376,-721.5744551795414,exp_floor,-798.3142986922493,-76.73984351270792,0.0,0.68,0.98989898989899,1.0,0.0068400986768333
decay_setting_065,Baseline prompt,1,1,,True,,1.100366919747186,0.0098393152418797,16.229601771983702,0.9997249295353086,-1146.3264228591026,exp_floor,-789.2163737473305,357.1100491117721,1.0,0.35,1.0,0.0,0.003723110865968
decay_setting_065,Blueprint prompt,0,0,empty,,,,,,,,,,,,,,,
decay_setting_066,Baseline prompt,1,1,,True,,1.5440063685235836,0.019404050160309,11.643289563062575,0.9848913125342756,-761.4830375984097,exp_floor,-909.8519444985802,-148.3689069001705,0.0,0.28,1.0,0.0,0.0024350649350649
decay_setting_066,Blueprint prompt,1,1,,True,,1.846299929668629,0.0139175646012265,29.77704096887444,0.9969754432816368,-847.2170179813439,exp_floor,-712.0386450288871,135.1783729524568,1.0,0.46,1.0,0.0,0.0037003812514016
decay_setting_067,Baseline prompt,1,1,,True,,1.4507075529237952,0.0045873502092599,31.15436375545713,0.9982494548909184,-909.955176246546,exp_floor,-718.6376337739204,191.31754247262563,1.0,0.51,1.0,0.0,0.0038415366146458
decay_setting_067,Blueprint prompt,1,1,,True,,1.700403896970733,0.0063311591450249,35.29302781728027,0.9938185831516524,-767.8735205915084,exp_floor,-723.8857057224989,43.987814869009526,1.0,0.54,1.0,0.0,0.00377107364685
decay_setting_068,Baseline prompt,0,0,empty,,,,,,,,,,,,,,,
decay_setting_068,Blueprint prompt,0,0,empty,,,,,,,,,,,,,,,
decay_setting_069,Baseline prompt,1,1,,True,,1.9385669292774024,0.0091276486711615,22.974459038946986,0.9996068354669896,-1068.7829924558796,exp_floor,-644.0524825481561,424.7305099077234,1.0,0.34,1.0,0.0,0.0026724975704567
decay_setting_069,Blueprint prompt,1,1,,True,,1.512430800907116,0.0324331230891713,26.25548277172969,0.9861879792503898,-712.7268176946875,exp_floor,-858.8577788143164,-146.13096111962886,0.0,0.47,1.0,0.0,0.0057187710248934
decay_setting_070,Baseline prompt,1,1,,True,,1.4750095903407283,0.0113737792667175,29.651740582994623,0.9906856650840128,-742.9917994978157,exp_floor,-834.5350070836897,-91.54320758587404,0.0,0.51,1.0,0.0,0.0039929015084294
decay_setting_070,Blueprint prompt,1,1,,True,,1.6512448617737954,1.1098472254595144e-28,53.84268713791811,0.9975602849182084,-854.1635727300395,exp_floor,-569.2656881983106,284.8978845317289,1.0,0.7,1.0,0.0,0.0045618247298919
decay_setting_071,Baseline prompt,1,1,,True,,0.951945686733152,0.0066215149137434,18.16418519598219,0.9974202559795622,-916.1072250869292,exp_floor,-851.806377575853,64.3008475110762,1.0,0.42,1.0,0.0,0.0044897959183673
decay_setting_071,Blueprint prompt,1,1,,True,,1.6912159124674249,0.0147448706792366,36.50246055271652,0.99643545231639,-824.5626642112778,exp_floor,-714.9346588141739,109.62800539710396,1.0,0.55,1.0,0.0,0.0037414965986394
decay_setting_072,Baseline prompt,1,1,,True,,1.4412492594538755,9.819538599799418e-24,31.79254912605109,0.9981080591267018,-900.0917234149929,exp_floor,-665.7587148190081,234.3330085959848,1.0,0.52,1.0,0.0,0.0013205282112845
decay_setting_072,Blueprint prompt,1,1,,True,,1.630460839391978,0.0138799347216973,37.11386539210978,0.998790494237928,-935.4088681853362,exp_floor,-683.0633828781987,252.34548530713755,1.0,0.54,1.0,0.0,0.0050433966690124
decay_setting_073,Baseline prompt,1,1,,True,,1.7980552079951395,0.0099604686479156,20.32368964706348,0.9998060660397924,-1150.6268935956043,exp_floor,-691.0741029705295,459.55279062507486,1.0,0.33,1.0,0.0,0.0021865889212828
decay_setting_073,Blueprint prompt,1,1,,True,,1.7537618048646944,0.0348121218437899,29.294238345023857,0.9868488171967462,-705.0611215930008,exp_floor,-764.8721554521525,-59.81103385915162,0.0,0.48,0.9797979797979798,2.0,0.0058309037900874
decay_setting_074,Baseline prompt,1,1,,True,,1.3865649482282183,0.0083465594546536,26.180078882310077,0.9980656005148848,-911.946279300172,exp_floor,-741.2422825043813,170.70399679579089,1.0,0.45,1.0,0.0,0.0044798407167745
decay_setting_074,Blueprint prompt,1,1,,True,,1.7924885456779358,0.010486168758716,32.24715397817135,0.996314920419836,-823.2880545449657,exp_floor,-707.0067864563829,116.2812680885828,1.0,0.48,1.0,0.0,0.0029154518950437
decay_setting_075,Baseline prompt,1,1,,True,,1.251687582638909,0.0138313377133026,18.667646341505403,0.9963301241843112,-873.1966989908433,exp_floor,-875.929938862056,-2.7332398712127315,0.0,0.38,1.0,0.0,0.0030369290573372
decay_setting_075,Blueprint prompt,1,1,,True,,1.7896067256485635,0.004369212449537,44.63354071941178,0.996853236141155,-824.7821166935378,exp_floor,-649.5594875579056,175.22262913563213,1.0,0.61,1.0,0.0,0.0051020408163265
decay_setting_076,Baseline prompt,1,1,,True,,1.293984281253896,0.0237587008774187,21.346346746688344,0.9892351366804032,-755.4841260867009,exp_floor,-932.4508758779796,-176.96674979127852,0.0,0.43,1.0,0.0,0.0035228377065111
decay_setting_076,Blueprint prompt,1,1,,True,,1.5941375547797274,0.0266736170045303,33.01368758535387,0.98976735922219,-727.149852038265,exp_floor,-834.1497721399161,-106.99992010165111,0.0,0.54,1.0,0.0,0.0045351473922902
decay_setting_077,Baseline prompt,1,1,,True,,1.3299289127419385,0.0178613868918072,15.895160248934886,0.991381126951144,-797.2506792833963,exp_floor,-953.3435019484072,-156.09282266501089,0.0,0.34,1.0,0.0,0.0046161321671525
decay_setting_077,Blueprint prompt,1,1,,True,,1.8285702475285448,0.0286551390878876,25.709208166755083,0.994866773171358,-806.3704213053235,exp_floor,-741.2561463388018,65.11427496652163,1.0,0.42,0.9696969696969696,3.0,0.0048217089033415
decay_setting_078,Baseline prompt,1,1,,True,,0.8639314870675059,0.0090066285827342,8.27048333444246,0.9984136193965972,-1025.4196262606445,exp_floor,-872.1173792736354,153.30224698700908,1.0,0.23,1.0,0.0,0.0034985422740524
decay_setting_078,Blueprint prompt,1,1,,True,,1.5393019453966346,0.0192106747969379,25.89978782655646,0.9935611689831412,-788.0719960113437,exp_floor,-827.8584298372012,-39.78643382585756,0.0,0.45,1.0,0.0,0.003635937133474
decay_setting_079,Baseline prompt,1,1,,True,,1.3788666106005938,0.0126138904016342,22.808858992891587,0.9966437326924276,-865.3914272658373,exp_floor,-818.4962619036639,46.89516536217332,1.0,0.42,1.0,0.0,0.0030369290573372
decay_setting_079,Blueprint prompt,1,1,,True,,1.7285384269308262,0.0029583227650668,49.58452502505721,0.996740341464542,-821.9362542147608,exp_floor,-638.958570207017,182.97768400774373,1.0,0.66,1.0,0.0,0.0052154195011337
decay_setting_080,Baseline prompt,1,1,,True,,1.5530904750533103,0.0103650730580168,22.67240885882028,0.99754524108402,-892.6743383929995,exp_floor,-753.1543502370785,139.51998815592106,1.0,0.39,1.0,0.0,0.0024295432458697
decay_setting_080,Blueprint prompt,1,1,,True,,1.895168396969223,0.0236487277648705,29.126961703182623,0.995699320263996,-813.6328141453422,exp_floor,-731.0976463368919,82.5351678084503,1.0,0.45,1.0,0.0,0.0034013605442176
decay_setting_081,Baseline prompt,1,1,,True,,2.116206670974147,0.0084714521583338,24.50872003532664,0.9989672831824264,-964.4399367660668,exp_floor,-613.134385682137,351.3055510839298,1.0,0.34,1.0,0.0,0.0023080660835762
decay_setting_081,Blueprint prompt,1,1,,True,,1.470744750050016,0.02980307365978,31.5239330496917,0.9908897822749044,-746.1766482963884,exp_floor,-893.6903459422062,-147.51369764581784,0.0,0.53,1.0,0.0,0.0053339517625232
decay_setting_082,Baseline prompt,1,1,,True,,1.5806376787674996,0.0096227287957088,25.2557012323306,0.9990251577694426,-977.9299890260112,exp_floor,-713.6443661122672,264.28562291374385,1.0,0.42,1.0,0.0,0.0032798833819242
decay_setting_082,Blueprint prompt,1,1,,True,,1.9151773762013045,0.0246856505201942,30.329485724893324,0.9934400724883647,-767.4094890939116,exp_floor,-754.8254438669832,12.584045226928424,1.0,0.47,1.0,0.0,0.0037003812514016
decay_setting_083,Baseline prompt,1,1,,True,,1.1486650601023076,0.0121508934466721,27.402712541425068,0.9896865022343392,-748.4745495397532,exp_floor,-844.8381962011192,-96.36364666136603,0.0,0.53,1.0,0.0,0.0027939747327502
decay_setting_083,Blueprint prompt,1,1,,True,,1.7320632749632536,1.655364912557291e-23,51.666653605422,0.9937355491741252,-754.0766525209733,exp_floor,-606.6615268367932,147.4151256841801,1.0,0.69,1.0,0.0,0.0029154518950437
decay_setting_084,Baseline prompt,1,1,,True,,0.5549825019914415,0.0104361530295394,9.007073064400105,0.9984256902646764,-1015.165271777524,exp_floor,-954.554404194774,60.61086758274996,1.0,0.33,1.0,0.0,0.0052614795918367
decay_setting_084,Blueprint prompt,1,1,,True,,1.7161530173110933,0.0234447466294397,41.993021966284,0.9918323258724914,-736.0972836700574,exp_floor,-719.9377935420969,16.159490127960566,1.0,0.6,1.0,0.0,0.0047095761381475
decay_setting_085,Baseline prompt,1,1,,True,,0.6959175085595449,0.0071405770922706,12.716259714267954,0.9993585337943636,-1083.090766551809,exp_floor,-805.5845861525114,277.5061803992977,1.0,0.36,1.0,0.0,0.0044642857142857
decay_setting_085,Blueprint prompt,1,1,,True,,1.526462809219876,0.0515511692967341,28.180805814113903,0.97962130834771,-675.2315355046649,exp_floor,-630.1028485226473,45.1286869820176,1.0,0.5,0.8888888888888888,11.0,0.007223113964687
decay_setting_086,Baseline prompt,1,1,,True,,1.1856836126436148,0.0007289026364677,24.61218238003031,0.9949816213817244,-826.9448970024914,exp_floor,-649.2483065980963,177.69659040439512,1.0,0.42,1.0,0.0,0.0009652509652509
decay_setting_086,Blueprint prompt,1,1,,True,,2.059336365273209,0.0172467522337422,46.16160654564348,0.9950198830168052,-770.2948308073558,exp_floor,-631.9386253566222,138.35620545073357,1.0,0.6,0.9797979797979798,2.0,0.0045974433729535
decay_setting_087,Baseline prompt,1,1,,True,,1.0420534473153713,0.0135621449669071,14.509989321809451,0.9845230153449916,-748.4161186590233,power_floor,-1022.1583276303534,-273.7422089713301,0.0,0.37,1.0,0.0,0.0027611044417767
decay_setting_087,Blueprint prompt,1,1,,True,,1.806364074386519,0.0224184693201421,37.61590558382719,0.9964622273279587,-821.8108694240874,exp_floor,-715.194394835663,106.61647458842435,1.0,0.54,1.0,0.0,0.0052702399641175
decay_setting_088,Baseline prompt,1,1,,True,,1.3829340941775543,0.0224068953198671,23.05536820258719,0.9889770902560492,-745.4208233501121,exp_floor,-872.0947463443779,-126.6739229942658,0.0,0.45,1.0,0.0,0.0026724975704567
decay_setting_088,Blueprint prompt,1,1,,True,,1.6276757042483885,1.6978479079823565e-29,61.696475483838384,0.9968240936263822,-831.6297558321457,exp_floor,-571.3384161110107,260.29133972113505,1.0,0.78,1.0,0.0,0.0045618247298919
decay_setting_089,Baseline prompt,0,0,empty,,,,,,,,,,,,,,,
decay_setting_089,Blueprint prompt,1,1,,True,,1.7685604207737862,0.0182786496110639,36.54005694842372,0.9960240236764571,-811.7683129531321,exp_floor,-716.4359494334084,95.33236351972369,1.0,0.53,1.0,0.0,0.0043731778425656
decay_setting_090,Baseline prompt,1,1,,True,,1.6678211449653229,0.0139754607400543,18.902874679564714,0.998065263746552,-928.1186990286712,exp_floor,-757.7961059338871,170.322593094784,1.0,0.34,1.0,0.0,0.0026724975704567
decay_setting_090,Blueprint prompt,1,1,,True,,1.6242165343339623,0.0096684488061329,44.19843537159804,0.998629559983675,-917.0301107902496,exp_floor,-655.711391094444,261.3187196958056,1.0,0.62,1.0,0.0,0.0042517006802721
decay_setting_091,Baseline prompt,1,1,,True,,1.4621441041456809,0.0078737385846453,26.650908127860585,0.9984524046699554,-931.2994751000756,exp_floor,-720.4578031463453,210.84167195373016,1.0,0.44,1.0,0.0,0.0041302235179786
decay_setting_091,Blueprint prompt,1,1,,True,,1.6866463187092893,0.0420619273183581,43.76820725394028,0.9937088831077076,-766.6294401301692,exp_floor,-777.052345900755,-10.422905770585771,0.0,0.64,1.0,0.0,0.0056689342403628
decay_setting_092,Baseline prompt,1,1,,True,,1.331178052337115,0.0088541909433334,25.741753052931653,0.9984153230385344,-934.7300641210736,exp_floor,-751.6734320152594,183.05663210581417,1.0,0.45,1.0,0.0,0.0051650289745527
decay_setting_092,Blueprint prompt,1,1,,True,,1.6383332450602484,0.0603744541346032,50.51983136966543,0.9914614099941944,-739.9019838270666,exp_floor,-816.498569989868,-76.59658616280137,0.0,0.68,1.0,0.0,0.0064508562045507
decay_setting_093,Baseline prompt,1,1,,True,,1.3534755293545713,0.0083771861363777,24.919447203771483,0.99622488546816,-848.225189915029,exp_floor,-767.4375486533469,80.7876412616821,1.0,0.45,1.0,0.0,0.0030369290573372
decay_setting_093,Blueprint prompt,1,1,,True,,1.4024969964577183,0.0187865323950098,34.94393027584842,0.996988380030788,-855.6834074753203,exp_floor,-731.2498085041316,124.43359897118876,1.0,0.55,1.0,0.0,0.004494655004859
decay_setting_094,Baseline prompt,1,1,,True,,1.415712324481485,0.0101488922845055,29.132267393938378,0.9968626980960372,-856.7315682909011,exp_floor,-753.1700699504654,103.56149834043572,1.0,0.49,1.0,0.0,0.0026724975704567
decay_setting_094,Blueprint prompt,1,1,,True,,1.5680808107362023,0.009642128170614,37.192520324864496,0.9991167065924782,-968.594631643314,exp_floor,-668.847199306205,299.7474323371091,1.0,0.56,1.0,0.0,0.0045087802562885
decay_setting_095,Baseline prompt,1,1,,True,,1.3520291195615666,0.011846102443694,17.81754078113179,0.9976745587564722,-920.1228805348552,exp_floor,-823.2814808977921,96.8413996370632,1.0,0.35,1.0,0.0,0.0032798833819242
decay_setting_095,Blueprint prompt,1,1,,True,,1.6095148994986055,0.0155734347686165,23.790871340109348,0.9935495780025276,-790.6506747810438,exp_floor,-838.9138246732023,-48.26314989215848,0.0,0.41,1.0,0.0,0.0037414965986394
decay_setting_096,Baseline prompt,1,1,,True,,1.5484123337918831,0.017278822882395,14.109498299358064,0.9915983464123722,-805.312553719046,exp_floor,-849.1242756665814,-43.811721947535375,0.0,0.3,1.0,0.0,0.0032798833819242
decay_setting_096,Blueprint prompt,1,1,,True,,1.4764863334415348,7.953730081314599e-28,39.81254414260112,0.9983324475882146,-904.5309191047324,exp_floor,-628.00797111675,276.5229479879823,1.0,0.58,1.0,0.0,0.0041572184429327
decay_setting_097,Baseline prompt,1,1,,True,,1.5587447589991057,0.0047715562268716,37.132996085290834,0.9989926385204888,-954.7087987655872,exp_floor,-663.2812328669382,291.4275658986488,1.0,0.55,1.0,0.0,0.0034013605442176
decay_setting_097,Blueprint prompt,1,1,,True,,1.5737900036824073,0.0217624608525983,22.40920062246106,0.9861721957029008,-718.439093966783,exp_floor,-936.6986632010446,-218.2595692342616,0.0,0.42,1.0,0.0,0.0030275846602377
decay_setting_098,Baseline prompt,1,1,,True,,1.3504642096316022,0.0084788721465907,32.10348868013812,0.9965403718285614,-844.3867504471472,exp_floor,-747.875888666129,96.5108617810182,1.0,0.54,1.0,0.0,0.0041302235179786
decay_setting_098,Blueprint prompt,1,1,,True,,1.5250160299587951,2.7767903863779616e-27,39.47373628566369,0.9947263860321354,-786.7399325036362,exp_floor,-647.3734595527395,139.36647295089665,1.0,0.57,1.0,0.0,0.0050459744337295
decay_setting_099,Baseline prompt,1,1,,True,,1.135542826258858,0.0073554351527965,18.5014878568635,0.9894657646132882,-767.6640494682215,exp_floor,-968.5394534631032,-200.8754039948817,0.0,0.41,1.0,0.0,0.0033613445378151
decay_setting_099,Blueprint prompt,1,1,,True,,1.5171943087498136,0.0296255778362378,34.74084027405222,0.9915244757868006,-747.929746651454,exp_floor,-825.3084095528848,-77.37866290143074,0.0,0.55,1.0,0.0,0.005328798185941
decay_setting_100,Baseline prompt,1,1,,True,,1.467660635011762,0.0051445096475192,16.505277485956004,0.9963692189281677,-877.0280265049457,exp_floor,-827.8378592869469,49.190167217998805,1.0,0.33,1.0,0.0,0.0018007202881152
decay_setting_100,Blueprint prompt,1,1,,True,,1.859922890217444,0.0126207136935156,39.050621775075946,0.9955013200044976,-792.0045586807756,exp_floor,-685.3757172523034,106.62884142847224,1.0,0.54,1.0,0.0,0.0051020408163265
