explicit_objects,spatial_coordination,heterogeneity,n,d_clip,real_to_generated_nn_similarity,generated_to_real_nn_similarity,centroid_cosine_distance_to_real,d_clip_ci_low,d_clip_ci_high,real_to_generated_nn_similarity_ci_low,real_to_generated_nn_similarity_ci_high,generated_to_real_nn_similarity_ci_low,generated_to_real_nn_similarity_ci_high,centroid_cosine_distance_to_real_ci_low,centroid_cosine_distance_to_real_ci_high,prompt_condition
0,0,0,99,0.2121520277853557,0.7024384140968323,0.7881479859352112,0.2018481492996215,0.1934319400670228,0.2267592673102895,0.6849974915385246,0.7017061188817024,0.7728938803076744,0.792002423107624,0.1944681346416473,0.2121890991926193,Baseline prompt
0,0,1,99,0.2487444974296404,0.6730297803878784,0.7086197733879089,0.2383532524108886,0.2344204313059742,0.2582174282151599,0.6553923532366752,0.6721516788005829,0.6923245474696159,0.7150235295295715,0.2295683190226554,0.2497680932283401,O0R0H1
0,1,0,100,0.1722597413757762,0.6855542659759521,0.7826592922210693,0.2375539541244506,0.1558594075647526,0.1849782389653443,0.6648210927844047,0.6849150210618973,0.7650550484657288,0.7851554587483406,0.2292886912822723,0.2482504904270172,O0R1H0
0,1,1,100,0.2262791393679549,0.681118369102478,0.7192532420158386,0.2334600687026977,0.2145159682854524,0.2336917387377945,0.6632186427712441,0.6815517395734787,0.7031675994396209,0.725135688483715,0.2259933188557625,0.2440653249621391,O0R1H1
1,0,0,100,0.2706732576147053,0.6934036016464233,0.7389856576919556,0.2113580703735351,0.2523497163582983,0.2828328647002833,0.6758353918790817,0.6921994432806968,0.7240726217627526,0.742569325864315,0.2020014181733131,0.2246132358908653,O1R0H0
1,0,1,100,0.2543816493249761,0.6598548293113708,0.6961262226104736,0.2478598356246948,0.2383250728278346,0.2645575984073615,0.6409072518348694,0.6590110898017884,0.6810183152556419,0.7006051883101463,0.2393543660640716,0.2599987626075745,O1R0H1
1,1,0,99,0.252381432718101,0.6868078708648682,0.7437061071395874,0.2168656587600708,0.2348575651024653,0.2646433485903564,0.6734449520707131,0.6853164240717888,0.7293118834495544,0.7480144441127777,0.2090469777584075,0.2283099263906478,O1R1H0
1,1,1,100,0.2497255036982456,0.6775477528572083,0.7077140808105469,0.2405651807785034,0.2331750438130269,0.2594572239436905,0.6513227418065071,0.6774186789989471,0.6921428307890892,0.7122561693191528,0.2324594855308532,0.2518416687846184,Blueprint prompt
