generation_id,prompt_condition,transport_success,valid_rows,invalid_rows,exact_100_valid_rows,fit_valid,fit_reason,adjusted_r2,cv_r2,condition_number,beta_residential_density,beta_functional_mix,beta_short_blocks,beta_aged_buildings,beta_tall_buildings,unique_ratio_residential_density,unique_ratio_functional_mix,unique_ratio_mean_block_area_m2,unique_ratio_aged_buildings,unique_ratio_tall_buildings,unique_ratio_pedestrian_activity
vitality_baseline_048,Baseline prompt,1,100,0,1,1,,0.9671043134492796,0.9629588895119602,18.16897668493744,0.3214662404767369,0.3807619811941688,0.2576816540845539,-0.2642154067858807,-0.2335279580195872,0.64,0.41,0.73,0.08,0.43,0.8
vitality_blueprint_048,Blueprint prompt,1,100,0,1,1,,0.9726278929442808,0.9689478316214786,21.871712652046924,0.9753015123981532,-0.292569521583729,0.1871326181118575,-0.3136783122926767,-0.2157198883282057,0.4,0.25,0.55,0.56,0.36,0.43
vitality_baseline_049,Baseline prompt,1,100,0,1,1,,0.9728680439367658,0.9700316546900196,17.74390417565587,0.7716216380465528,-0.058620953923561,0.1783885546578094,-0.219580995305445,-0.1287597583038359,0.32,0.16,0.57,0.3,0.22,0.36
vitality_blueprint_049,Blueprint prompt,1,100,0,1,1,,0.9709181639945952,0.9672217080008382,19.3292718020853,0.6507332460550491,-0.1033830614254308,0.5281426926275193,-0.1929530224558562,-0.3197687672476825,0.37,0.26,0.62,0.55,0.36,0.4
vitality_baseline_050,Baseline prompt,1,100,0,1,1,,0.9803331330392764,0.9769700960623896,16.4872734283801,0.3096063989356862,0.2721017445980855,0.1426190655951872,0.0614692282948874,0.2274741240383143,0.4,0.15,0.28,0.07,0.29,0.55
vitality_blueprint_050,Blueprint prompt,1,100,0,1,1,,0.9665657722188972,0.9634134030112044,14.2118983793218,0.6197795287439197,0.3814127801073057,-0.1293689592092994,-0.0179217430595392,0.1101079862897978,0.54,0.28,0.59,0.07,0.1,0.38
vitality_baseline_051,Baseline prompt,1,100,0,1,1,,0.967879998171191,0.9629659620678972,12.718836044470612,0.9407223214094318,0.2212248465028106,-0.1715898729689118,-0.3503641003449956,-0.3519615233904118,0.4,0.18,0.26,0.09,0.13,0.46
vitality_blueprint_051,Blueprint prompt,1,100,0,1,1,,0.9809230535483558,0.9788781908638708,16.354025592709274,0.621746405325154,0.2108366291086481,0.1469129327179437,-0.0082449398993983,0.0185561847299728,0.63,0.25,0.53,0.54,0.39,0.63
vitality_baseline_052,Baseline prompt,1,100,0,1,1,,0.9736988266979376,0.9696204388210256,11.524066789642523,0.752973011629356,0.1487959861534248,0.0428742384115456,-0.0345592054263491,0.0266835818642495,0.55,0.09,0.43,0.08,0.09,0.66
vitality_blueprint_052,Blueprint prompt,1,100,0,1,1,,0.9697560546706692,0.9643548413722062,14.876611949954166,1.0510360820784916,-0.0958734294669157,0.1694998803862064,-0.0694751717983607,-0.2268078621840444,0.49,0.29,0.45,0.23,0.4,0.51
vitality_baseline_053,Baseline prompt,1,100,0,1,1,,0.971256115752951,0.9650200703538367,21.8140580989959,1.0050265339734508,0.0853052486133976,-0.2539262202042954,0.1257396742749184,0.0358385093070776,0.19,0.2,0.23,0.09,0.37,0.58
vitality_blueprint_053,Blueprint prompt,1,100,0,1,1,,0.981421314688223,0.980565036945292,20.4483624961699,0.8485694121427511,0.133591453763265,0.1780677028015817,0.0026341030898646,-0.1610883522240054,0.29,0.23,0.35,0.13,0.2,0.59
vitality_baseline_054,Baseline prompt,1,100,0,1,1,,0.9861984276212316,0.9849763417502844,18.363728775975307,0.2857095060414017,0.3387958780406617,0.149111355994275,-0.0881076349290461,0.1472491553174172,0.34,0.48,0.6,0.19,0.25,0.62
vitality_blueprint_054,Blueprint prompt,1,100,0,1,1,,0.983629146109106,0.9822100369820952,12.692759233703628,0.377621082094413,0.118197982216823,0.2934129359591718,-0.04186807409798,0.2205673545661134,0.43,0.26,0.43,0.15,0.31,0.49
vitality_baseline_055,Baseline prompt,1,100,0,1,1,,0.981548583178597,0.978506490067648,19.16278525179533,0.3168780417650994,0.1441385652094036,0.3675759772548865,0.3119899047445559,-0.1341801971053498,0.35,0.15,0.49,0.15,0.17,0.62
vitality_blueprint_055,Blueprint prompt,1,100,0,1,1,,0.9758162083914418,0.973149336837868,10.026044976602355,0.4609509821808758,0.2037836752087625,0.2539843663457722,-0.0878530012095814,0.0472786823228485,0.48,0.26,0.33,0.14,0.24,0.34
vitality_baseline_056,Baseline prompt,1,100,0,1,1,,0.9828343742187828,0.9791691237060915,23.784202228457925,0.9487043350702906,-0.0036419763171601,-0.0058274695321403,-0.105504256213311,-0.0576082734609759,0.2,0.3,0.55,0.17,0.17,0.48
vitality_blueprint_056,Blueprint prompt,1,100,0,1,1,,0.954654543040426,0.9526231199658424,14.045794203315504,0.7836611007474245,0.031388810839979,0.1504204356163135,0.0405445440045893,-0.0013496831756349,0.36,0.26,0.48,0.13,0.25,0.51
vitality_baseline_057,Baseline prompt,1,100,0,1,1,,0.9728108353705336,0.971663616455428,15.797207924966632,0.3538245578116336,0.3438949079204451,0.3008354886783407,-0.1956246597611473,-0.1881608157223468,0.37,0.08,0.27,0.09,0.16,0.75
vitality_blueprint_057,Blueprint prompt,1,100,0,1,1,,0.9661992535047512,0.9646222946646672,21.016149854038247,0.7670695264347765,0.0725297945541794,0.0086599919343822,-0.203133344671422,-0.0674452367878392,0.42,0.26,0.53,0.6,0.41,0.5
vitality_baseline_058,Baseline prompt,1,100,0,1,1,,0.9387127361132356,0.9241630762876616,19.66000320905037,0.7288878048361772,0.4706939613277843,0.157285152288276,-0.0964953671641759,-0.4933274637900257,0.35,0.18,0.57,0.08,0.13,0.75
vitality_blueprint_058,Blueprint prompt,1,100,0,1,1,,0.9843230832516204,0.982189474139874,15.183114664158325,0.5915380464638369,0.2242130528171835,0.3313646118711436,-0.2807242748606629,-0.4338782957461371,0.48,0.26,0.47,0.41,0.42,0.66
vitality_baseline_059,Baseline prompt,1,100,0,1,1,,0.9879991356781505,0.9866433268482748,15.47116068826858,0.8920885451054186,0.065757668388523,-0.0166345631764898,0.0841799535712711,-0.0282717148320074,0.44,0.27,0.52,0.38,0.24,0.7
vitality_blueprint_059,Blueprint prompt,1,100,0,1,1,,0.9635902970784472,0.9574911044076784,18.820843960160435,0.9335084252914398,0.0252613881822958,0.1373506081856395,0.0323480976919346,-0.0846736632985383,0.57,0.25,0.43,0.5,0.38,0.55
vitality_baseline_060,Baseline prompt,1,100,0,1,1,,0.9511577837536064,0.9447564958553352,20.340392105516752,0.5458141595567818,0.0382684913498198,0.4077347642411449,-0.3110709849428533,-0.3402011299326269,0.31,0.23,0.49,0.1,0.13,0.76
vitality_blueprint_060,Blueprint prompt,1,100,0,1,1,,0.9814559769843634,0.9787840963224764,14.10789270426644,0.5460371661574257,0.0481325989178994,0.0954130365805984,-0.27808977573388,0.0394580434616674,0.32,0.24,0.74,0.67,0.38,0.7
vitality_baseline_061,Baseline prompt,1,100,0,1,1,,0.986897806446018,0.9848505703093416,15.255536300324533,0.4222098686870891,0.2819548600613468,0.0938927087537615,-0.0394052937087915,0.1807579341920092,0.15,0.17,0.43,0.08,0.14,0.63
vitality_blueprint_061,Blueprint prompt,1,100,0,1,1,,0.9889949519195608,0.9883105981044124,12.376371003454388,0.730871814873316,0.1188620245692325,0.1754089414003315,0.0276012315480036,0.0066276310086188,0.5,0.26,0.4,0.15,0.24,0.36
vitality_baseline_062,Baseline prompt,1,100,0,1,1,,0.9787525926464968,0.976863328676342,16.510831207983433,0.6195676987917664,0.3018415749781117,0.0144957956560612,-0.0660943498142209,0.0304254041064805,0.24,0.57,0.32,0.1,0.3,0.42
vitality_blueprint_062,Blueprint prompt,1,100,0,1,1,,0.9632807620724408,0.9602082387208464,15.237677058129512,1.0732022975398774,0.0645954964964911,0.0786410865526865,0.1332853124622579,-0.3721501134029006,0.35,0.24,0.63,0.61,0.41,0.44
vitality_baseline_063,Baseline prompt,1,100,0,1,1,,0.9860250319456612,0.9838168104196704,24.702189537617564,0.6053649582994605,0.0068411269310703,0.2312452533296005,-0.1928481118703557,-0.0410697423843912,0.34,0.57,0.45,0.59,0.32,0.54
vitality_blueprint_063,Blueprint prompt,1,100,0,1,1,,0.993885608647066,0.9917415422493308,19.662456408862266,0.8309618908715479,0.1402909565367291,0.0025930091941428,-0.0456070748521068,-0.0130280272499405,0.34,0.24,0.67,0.6,0.38,0.74
vitality_baseline_064,Baseline prompt,1,100,0,1,1,,0.9915760380863252,0.9896969181456614,24.922929391178343,0.720200883141112,0.1943081566953112,0.0923479757605856,0.0679892381639839,0.0644093506160776,0.3,0.3,0.37,0.18,0.13,0.36
vitality_blueprint_064,Blueprint prompt,1,100,0,1,1,,0.984747614081232,0.9835335890202888,12.3668103502072,0.4720185656631393,0.1505667507324852,0.1923216550663226,-0.0460661744590584,0.1561129071106827,0.34,0.23,0.47,0.08,0.11,0.53
vitality_baseline_065,Baseline prompt,1,100,0,1,1,,0.968696361640154,0.9664710526361664,13.644004762386192,0.5765308611907413,0.0586798333589041,0.3320891407778433,-0.0257026204165913,0.0085962484451053,0.15,0.1,0.49,0.08,0.08,0.24
vitality_blueprint_065,Blueprint prompt,1,100,0,1,1,,0.9737383096996858,0.9676273437225964,17.87608113572629,0.7441345493491731,0.0323320909846319,0.3727689124030089,0.0288231828206581,-0.1273147818907828,0.52,0.25,0.7,0.43,0.38,0.57
vitality_baseline_066,Baseline prompt,1,100,0,1,1,,0.9979488971758324,0.997458262098044,17.242892269582605,0.9180418661280326,0.0784807642644452,0.0460803265384825,-0.0016635969503158,-0.0418485479037217,0.6,0.56,0.71,0.65,0.58,0.6
vitality_blueprint_066,Blueprint prompt,1,100,0,1,1,,0.9718961922177332,0.9677368488986534,12.875747192416966,0.6883653676514877,0.2882653012692707,-0.0327404236898297,-0.1548610250930611,-0.1065511962665696,0.33,0.21,0.53,0.16,0.27,0.34
vitality_baseline_067,Baseline prompt,1,100,0,1,1,,0.9887001739089238,0.9865099704836002,23.497692973021945,0.4282592946930363,0.2292386259038483,0.135880769834178,0.1789439504107184,0.0357542402782317,0.72,0.63,0.82,0.12,0.1,0.81
vitality_blueprint_067,Blueprint prompt,1,100,0,1,1,,0.98884291072959,0.9881399450849572,20.16983687552727,0.2003302174304477,0.1111193509844219,0.2981078356255783,-0.0469996489866547,0.3486228962300457,0.48,0.25,0.7,0.52,0.35,0.57
vitality_baseline_068,Baseline prompt,1,100,0,1,1,,0.9722981476974852,0.969200164995599,15.13947272932761,0.6706998518250739,0.2045607019024844,0.1569032844612802,-0.1229044082609448,-0.1618363168466184,0.2,0.55,0.73,0.56,0.48,0.73
vitality_blueprint_068,Blueprint prompt,1,100,0,1,1,,0.9690402175891356,0.9667555190015116,9.834177716063396,0.5995730117902693,0.094090367278277,0.354096792099037,0.0211959791953993,-0.0401626529304791,0.29,0.26,0.43,0.17,0.15,0.41
vitality_baseline_069,Baseline prompt,1,100,0,1,1,,0.9895360876349086,0.9881680395383504,22.72212268900818,0.4580137790130349,0.0487952743176237,0.1413034553421002,-0.2137826051464517,0.156651759589007,0.74,0.55,0.59,0.39,0.3,0.75
vitality_blueprint_069,Blueprint prompt,1,100,0,1,1,,0.9923891633079784,0.9921040380546168,12.558253725744615,0.472479457071397,0.0552653681046561,0.1077278752985619,-0.1714058529554096,0.2389225137602481,0.56,0.25,0.7,0.53,0.33,0.67
vitality_baseline_070,Baseline prompt,1,100,0,1,1,,0.9887155119964776,0.9871134564746564,16.90792682416506,0.3728223944382799,0.0742844638503793,0.0739793101980058,0.4060237593381591,0.082699910883161,0.21,0.15,0.36,0.13,0.09,0.49
vitality_blueprint_070,Blueprint prompt,1,100,0,1,1,,0.985853302271951,0.9831014397341395,25.19377811369093,0.4747378452811298,0.4555151156141865,0.2270456870904386,-0.0429903104322971,-0.1180463510548346,0.46,0.56,0.5,0.68,0.37,0.64
vitality_baseline_071,Baseline prompt,1,100,0,1,1,,0.9782352465341632,0.9757561121108368,10.896775061857303,0.4951453807310955,0.2961775658780507,-0.0598446201449912,0.1714279244583313,0.1050010150237697,0.34,0.24,0.44,0.09,0.11,0.48
vitality_blueprint_071,Blueprint prompt,1,100,0,1,1,,0.9908237170218578,0.9889491935237528,19.026140019926743,0.5902071508538798,0.026522311921152,0.2292046399769261,-0.2039085893937844,-0.0463316783443024,0.48,0.25,0.79,0.15,0.45,0.59
vitality_baseline_072,Baseline prompt,1,100,0,1,1,,0.9668161052608034,0.962033808075202,15.74630545431708,1.0208310065381323,0.1107721212517982,0.1658908048716987,-0.0984679234580491,-0.424236775701817,0.31,0.12,0.43,0.08,0.2,0.38
vitality_blueprint_072,Blueprint prompt,1,100,0,1,1,,0.9815701829945293,0.9791634488992392,8.12405687365481,0.4843118380214916,0.0298296276245645,0.2645999388717218,-0.1648336578724684,0.1159212025887219,0.39,0.22,0.48,0.15,0.08,0.56
vitality_baseline_073,Baseline prompt,1,100,0,1,1,,0.9874865669761766,0.9866006749470286,28.038785297632167,1.2929866388274638,-0.4573261739948926,0.0605446904851614,0.0062163495644644,0.1059475831894502,0.41,0.62,0.55,0.17,0.4,0.82
vitality_blueprint_073,Blueprint prompt,1,100,0,1,1,,0.9811372075973224,0.9796123374602664,7.747385497101202,0.5638331563719462,0.2123872897015448,0.3621026865472364,0.128883490745868,-0.2458583300255243,0.71,0.25,0.53,0.42,0.38,0.4
vitality_baseline_074,Baseline prompt,1,100,0,1,1,,0.9892058216597768,0.9880598439807092,18.799474755565377,0.5864867665037151,0.2830799029114987,0.1608460237201467,-0.1344701062628454,-0.1695325562068713,0.41,0.28,0.54,0.08,0.09,0.71
vitality_blueprint_074,Blueprint prompt,1,100,0,1,1,,0.9903872562896427,0.9893734626318716,14.832037131229647,0.5306097251795951,0.1469887373251569,0.4095864603075995,0.03911758606713,-0.0443548727941715,0.5,0.27,0.66,0.33,0.45,0.54
vitality_baseline_075,Baseline prompt,1,100,0,1,1,,0.9321963052410216,0.9088338642759186,18.097032623127564,1.0776943935621013,-0.4967404243413352,0.5418013630023044,0.1393786432217724,-0.0181951549917046,0.18,0.11,0.29,0.08,0.08,0.85
vitality_blueprint_075,Blueprint prompt,1,100,0,1,1,,0.9867703797147978,0.9853220559937196,19.184592010409396,0.747200862414128,0.0629129435633009,0.0468787237808587,-0.0415083488179535,0.1107749705928379,0.47,0.26,0.49,0.15,0.1,0.49
vitality_baseline_076,Baseline prompt,1,100,0,1,1,,0.9382663087675004,0.9350553452239676,9.57958529003728,0.6456408310305417,-0.0298833443559,0.3403279046828789,-0.1084492193430812,-0.0754211339496275,0.09,0.08,0.34,0.07,0.07,0.15
vitality_blueprint_076,Blueprint prompt,1,100,0,1,1,,0.9898000091724029,0.9885435910107644,20.32674280180733,0.5608135412391728,0.0042711165828235,0.1914616513834326,-0.304190456768256,-0.0619036746306975,0.64,0.25,0.82,0.58,0.44,0.57
vitality_baseline_077,Baseline prompt,1,100,0,1,1,,0.983941535620619,0.9834870911240275,18.095222301093717,0.0537278691402913,0.180914710965619,0.5768951293738178,-0.1164599558156176,0.0754724235709201,0.29,0.14,0.39,0.15,0.18,0.36
vitality_blueprint_077,Blueprint prompt,1,100,0,1,1,,0.9721080396762972,0.968145643865226,13.132991957262696,1.1383528008993018,0.0989658541896514,-0.2577823865655242,0.0391745364316804,-0.0226523660891449,0.38,0.14,0.38,0.12,0.1,0.47
vitality_baseline_078,Baseline prompt,1,100,0,1,1,,0.980384377117286,0.9778248290937496,13.052507512967592,0.7095232633251974,0.3532991172603552,-0.1028424769385929,-0.1467849074669265,-0.1089820338996651,0.32,0.09,0.31,0.09,0.09,0.37
vitality_blueprint_078,Blueprint prompt,1,100,0,1,1,,0.9697170033304868,0.9634051113744444,20.932301386609296,0.5583943689529016,-0.2274014441782215,0.5182239837969141,-0.1687501619893159,-0.0325655204003931,0.45,0.25,0.75,0.57,0.37,0.75
vitality_baseline_079,Baseline prompt,1,100,0,1,1,,0.9942150560142696,0.9934827528555626,25.532763077755373,0.6123708277945688,0.1412761184661587,0.0835358689652718,-0.0332417879994102,0.1409488896927712,0.88,0.8,0.54,0.65,0.51,0.81
vitality_blueprint_079,Blueprint prompt,1,100,0,1,1,,0.9839563678663594,0.9828979254564668,25.00389345015551,0.5206861766398232,-0.0379428563168226,-0.2047117628223572,-0.4659625065563523,0.2536579590721406,0.42,0.26,0.58,0.68,0.44,0.34
vitality_baseline_080,Baseline prompt,1,100,0,1,1,,0.9826582171354304,0.9812477152589482,16.860223594698905,0.659691116851671,0.2825074004522401,0.0432501043351992,-0.1022997037312453,-0.0940726268648153,0.27,0.28,0.38,0.27,0.15,0.59
vitality_blueprint_080,Blueprint prompt,1,100,0,1,1,,0.985046900073091,0.9831138385940232,15.387927736312554,0.6107785112916809,0.2738812349121319,0.1492672833826744,-0.2017187812738319,-0.2246939542984289,0.46,0.26,0.49,0.33,0.46,0.66
vitality_baseline_081,Baseline prompt,1,100,0,1,1,,0.978126160576219,0.9686910185308,18.43934893160205,0.789071645082664,0.3384349231696377,0.0407596957656481,0.1104744403334956,-0.2910113898898014,0.2,0.49,0.61,0.27,0.32,0.75
vitality_blueprint_081,Blueprint prompt,1,100,0,1,1,,0.9663112555341256,0.9569448296901094,17.596023525232606,0.7374495477506781,0.0115855075594341,0.319836649193006,-0.1353863408936355,-0.2288185210038926,0.41,0.25,0.55,0.33,0.27,0.38
vitality_baseline_082,Baseline prompt,1,100,0,1,1,,0.9919253424893592,0.9913985492854231,27.748121340061758,0.180759116619376,0.4174314782999083,0.3481866831572308,0.0051670558948556,0.0508564241858626,0.51,0.52,0.64,0.61,0.37,0.71
vitality_blueprint_082,Blueprint prompt,1,100,0,1,1,,0.986665033260572,0.9859620274327924,12.851812841089352,0.801951149973712,0.0153989771191882,0.1708855078406732,-0.1052670793349732,-0.0888282752526246,0.39,0.24,0.4,0.15,0.16,0.48
vitality_baseline_083,Baseline prompt,1,100,0,1,1,,0.9888853903944802,0.9881795522839883,12.76589608236386,0.7572952874276295,-0.0001802807296843,0.0329677882467464,-0.128893850376974,0.0884958153297226,0.24,0.09,0.51,0.09,0.1,0.38
vitality_blueprint_083,Blueprint prompt,1,100,0,1,1,,0.9774118570336684,0.9748270584678472,15.83239616557522,0.8659601826118365,0.0313916996081228,0.3098234428500278,-0.280734004217917,-0.4949149451080959,0.25,0.24,0.42,0.44,0.28,0.39
vitality_baseline_084,Baseline prompt,1,100,0,1,1,,0.987063021974286,0.9861022078856896,21.00279690441981,0.0589634339443937,0.3485955683897119,0.3019679057704243,-0.2578296428338627,0.0446720754069502,0.37,0.27,0.34,0.28,0.29,0.71
vitality_blueprint_084,Blueprint prompt,1,100,0,1,1,,0.984139436748902,0.9832480717985708,16.19139640099548,0.5931558402794948,0.1068223683779507,0.3851640385203225,-0.0645382079222332,-0.1346053738036229,0.4,0.23,0.54,0.15,0.27,0.5
vitality_baseline_085,Baseline prompt,1,100,0,1,1,,0.9866912985253244,0.9852672939550714,16.146198504853338,0.7881040019419697,0.0674981864473027,0.1497585861526874,0.0150013927685007,0.0115853250714952,0.19,0.11,0.39,0.08,0.26,0.46
vitality_blueprint_085,Blueprint prompt,1,100,0,1,1,,0.9371870223829034,0.9239121775248964,17.963066631831,1.0244341475724148,-0.0973268591109599,0.3119415431845867,-0.0639254272701409,-0.368415717486048,0.63,0.26,0.66,0.61,0.43,0.65
vitality_baseline_086,Baseline prompt,1,100,0,1,1,,0.9828901519673334,0.9807089119862326,21.19816296863187,0.6494741489781986,0.2470645334096632,-0.0066210115059817,-0.0810097003654548,0.0264724538407579,0.34,0.37,0.55,0.28,0.2,0.46
vitality_blueprint_086,Blueprint prompt,1,100,0,1,1,,0.9687358508760214,0.9646460009069732,14.80921532120386,0.6047896830801609,0.0986774233678566,0.1944497648110596,0.0913759461602621,0.2014055553701894,0.55,0.27,0.53,0.64,0.4,0.36
vitality_baseline_087,Baseline prompt,1,100,0,1,1,,0.9728872784806524,0.9703813977189928,19.38731819010625,0.5981522940701258,0.3380602668713875,-0.0286486394105616,-0.1175717384648368,-0.0242063773915881,0.24,0.16,0.27,0.15,0.23,0.31
vitality_blueprint_087,Blueprint prompt,1,100,0,1,1,,0.9764923227575576,0.9761772222269964,17.341619552861985,0.8165243187537603,0.0267803119644971,0.3081569675792494,0.1693565279212071,0.0066305726111812,0.82,0.26,0.63,0.08,0.17,0.67
vitality_baseline_088,Baseline prompt,1,100,0,1,1,,0.9841100103684082,0.9819615532854322,22.061553520645116,0.062230334583636,0.3689374820315854,0.1988852671686682,-0.34238521512319,0.035511315538297,0.23,0.22,0.61,0.45,0.27,0.57
vitality_blueprint_088,Blueprint prompt,1,100,0,1,1,,0.975455058589579,0.9713971343066772,16.17642426455575,1.1430926493045304,-0.3372257484341743,0.1603305587392241,0.4305568103842267,-0.4487316362580529,0.8,0.23,0.62,0.58,0.4,0.57
vitality_baseline_089,Baseline prompt,1,100,0,1,1,,0.9760958708890262,0.973463010334765,10.72704047875656,0.7646325650551278,0.0934623416186404,0.0023118567566496,-0.1036086835232347,0.0542706064969101,0.28,0.09,0.36,0.17,0.2,0.67
vitality_blueprint_089,Blueprint prompt,1,100,0,1,1,,0.9674461596035452,0.9630964868115778,18.729244572536324,0.4087041087837689,0.0451790878332323,0.4507975594034382,-0.0827345009439927,0.0036411124265237,0.55,0.26,0.66,0.22,0.23,0.52
vitality_baseline_090,Baseline prompt,1,100,0,1,1,,0.969102421348912,0.9592830730817316,15.65662600984614,0.7494262198781819,0.1653600651413153,0.0059867749604995,-0.3405423751190449,-0.2779327203433178,0.38,0.4,0.56,0.31,0.29,0.49
vitality_blueprint_090,Blueprint prompt,1,100,0,1,1,,0.990990815308616,0.9907026135207104,11.605421525048806,0.4335063112640075,-0.0465171750266666,0.7625309635821285,-0.0802496991842303,-0.2471949312272246,0.38,0.28,0.58,0.62,0.29,0.44
vitality_baseline_091,Baseline prompt,1,100,0,1,1,,0.989276493609188,0.9887277403512172,23.622673878788287,0.7150268903219055,0.1105635027461498,0.2442920810570823,-0.0288368511251389,-0.0450897581171712,0.39,0.17,0.26,0.17,0.29,0.59
vitality_blueprint_091,Blueprint prompt,1,100,0,1,1,,0.9817935839201748,0.9798052001784462,13.408809498585263,0.4652446502890204,0.0394195646185685,0.4509269914885785,-0.1176700066486524,-0.0708621938772954,0.33,0.26,0.57,0.18,0.1,0.36
vitality_baseline_092,Baseline prompt,1,100,0,1,1,,0.9838271752837314,0.9821371180305284,11.785473452626348,0.6043807711388348,0.2302127655519176,0.0434762214340015,-0.0584402703910628,0.0702365713532187,0.2,0.17,0.18,0.09,0.12,0.73
vitality_blueprint_092,Blueprint prompt,1,100,0,1,1,,0.9682784524689224,0.9667976744252084,13.562873692304455,0.7505556543397256,0.1128385701952038,0.0658370234652067,0.2150591248615339,-0.131843584022267,0.38,0.25,0.64,0.18,0.11,0.44
vitality_baseline_093,Baseline prompt,1,100,0,1,1,,0.9724240999659032,0.9710085924579608,15.866999271233242,0.7129272907594948,0.1270026422859946,0.1113862482286742,-0.2103700439913028,-0.1676306766254383,0.27,0.14,0.4,0.11,0.19,0.57
vitality_blueprint_093,Blueprint prompt,1,100,0,1,1,,0.9857499083128528,0.9845613677427976,19.61616576959621,0.7160112870738988,0.1182662753551671,0.1174222239422286,0.2008922616699843,-0.1540005661035837,0.43,0.24,0.65,0.69,0.44,0.65
vitality_baseline_094,Baseline prompt,1,100,0,1,1,,0.9592856785410988,0.9574171952222448,15.563228322449715,0.1922410389925117,0.0340267968586881,0.6954091821669146,-0.0778525433261546,0.0058434481150113,0.29,0.07,0.38,0.08,0.1,0.52
vitality_blueprint_094,Blueprint prompt,1,100,0,1,1,,0.986095446790169,0.9834007637313136,16.325091232764052,0.7196374721515842,0.135801325615479,0.2623368039429504,0.0313494123764493,-0.1530021213412406,0.48,0.24,0.43,0.56,0.36,0.72
vitality_baseline_095,Baseline prompt,1,100,0,1,1,,0.9494907864136916,0.9381319413544128,20.093623451663262,1.1047521836539498,0.1126950787421646,0.2659546750513191,0.0212284889938129,-0.521112874018479,0.36,0.19,0.48,0.14,0.22,0.45
vitality_blueprint_095,Blueprint prompt,1,100,0,1,1,,0.9845921288156364,0.9839408027593708,12.11091377858,0.7813472712508052,0.1885803925383482,-0.0492625426944031,-0.2359286111786689,-0.1668437598288006,0.44,0.26,0.38,0.17,0.18,0.5
vitality_baseline_096,Baseline prompt,1,100,0,1,1,,0.9790491303180022,0.9775798697982108,26.78796780309337,0.722494099782321,0.3689145940411669,0.2956752587463833,-0.1356000919866751,-0.5411148045816074,1.0,0.7,0.45,0.58,0.37,0.87
vitality_blueprint_096,Blueprint prompt,1,100,0,1,1,,0.9677161754467676,0.9628919640473258,13.074049316277051,0.4211225532094869,0.0038688777085771,0.398067263805156,-0.1254314870750549,0.0664384981948422,0.44,0.26,0.61,0.17,0.36,0.35
vitality_baseline_097,Baseline prompt,1,100,0,1,1,,0.9797248550178402,0.9772987100824492,24.13165652541033,0.7868868101480325,0.057679411275779,0.0123785569468351,0.4260209523535189,-0.3024497975064135,0.31,0.24,0.63,0.18,0.24,0.65
vitality_blueprint_097,Blueprint prompt,1,100,0,1,1,,0.9849802268034114,0.9827546507752404,15.466634980016666,0.8805190366230381,-0.0486472729544589,0.0534680863008357,-0.2929100618228774,-0.1998525059025412,0.59,0.25,0.42,0.73,0.45,0.75
vitality_baseline_098,Baseline prompt,1,100,0,1,1,,0.9753439063884136,0.9720796700465616,15.429315056171644,0.3250327418309275,0.3267341821486054,0.2751977828701147,-0.1196424758740618,0.021585336451571,0.35,0.16,0.54,0.08,0.08,0.57
vitality_blueprint_098,Blueprint prompt,1,100,0,1,1,,0.9741502784234732,0.969288089332207,16.716440266122152,1.102628525298783,0.1422850263954423,0.0145913128737103,-0.1002877114632992,-0.389865102297092,0.3,0.28,0.55,0.44,0.46,0.36
vitality_baseline_099,Baseline prompt,1,100,0,1,1,,0.9921562790041888,0.9913744724160968,26.41127556655533,0.4065636220012322,0.187256630715555,0.136500012477058,0.2078165762923174,0.067159106912897,1.0,0.67,0.86,0.72,0.29,0.73
vitality_blueprint_099,Blueprint prompt,1,100,0,1,1,,0.963198237770144,0.9602927325283062,9.171848786183473,0.5569999457926309,0.2573946554107201,-0.0648916871197586,0.2978416398766345,0.0037762619159111,0.47,0.25,0.5,0.16,0.09,0.54
vitality_baseline_100,Baseline prompt,1,100,0,1,1,,0.942580565847312,0.9366335046524374,10.930860220770809,0.5467880695013905,-0.089882687435445,-0.0741855232107117,-0.4490214863237175,0.1566757265753883,0.17,0.08,0.52,0.07,0.43,0.51
vitality_blueprint_100,Blueprint prompt,1,100,0,1,1,,0.9915158930419994,0.9908327918047376,23.43829480095037,0.6315085033876064,0.0136527706243965,0.1805169356849406,-0.2099278599628136,-0.0329473609628844,0.42,0.27,0.51,0.58,0.39,0.48
