scene_id,theme,dimension,reference_effect,clean_signed_theme_score,target_signed_theme_score,random_signed_theme_score,target_change,random_change,target_intervention_norm,random_intervention_norm,norm_absolute_difference,norm_tolerance,equal_norm_check_passed
scene_006,built_elements,Safe,0.3416666666666666,0.84375,0.671875,0.96875,0.171875,-0.125,3259.932861328125,3259.9091796875,0.023681640625,0.32599328613281253,True
scene_006,built_elements,Wealthy,0.975,3.796875,2.828125,2.59375,0.96875,1.203125,3252.92626953125,3252.91796875,0.00830078125,0.325292626953125,True
scene_006,built_elements,Boring,0.05833333333333335,1.828125,1.734375,1.5625,0.09375,0.265625,3259.932861328125,3259.970947265625,0.0380859375,0.32599328613281253,True
scene_007,natural_elements,Beautiful,2.2333333333333334,0.90625,0.84375,0.765625,0.0625,0.140625,3575.98095703125,3575.94482421875,0.0361328125,0.357598095703125,True
scene_007,natural_elements,Depressing,-2.775,-7.140625,-6.515625,-5.046875,-0.625,-2.09375,3612.192138671875,3612.17431640625,0.017822265625,0.3612192138671875,True
scene_007,natural_elements,Lively,1.1916666666666667,3.203125,3.453125,3.09375,-0.25,0.109375,3575.98095703125,3575.98388671875,0.0029296875,0.357598095703125,True
scene_007,natural_elements,Safe,1.0916666666666666,3.75,1.453125,2.296875,2.296875,1.453125,3612.192138671875,3612.184814453125,0.00732421875,0.3612192138671875,True
scene_007,natural_elements,Wealthy,1.3499999999999999,-0.890625,-1.390625,-1.484375,0.5,0.59375,3575.98095703125,3575.936279296875,0.044677734375,0.357598095703125,True
scene_007,natural_elements,Boring,-1.1916666666666667,-5.296875,-4.453125,-4.0625,-0.84375,-1.234375,3612.192138671875,3612.165771484375,0.0263671875,0.3612192138671875,True
scene_007,traffic_elements,Beautiful,-0.7666666666666666,-1.8125,-2.3125,-2.03125,0.5,0.21875,3617.9541015625,3617.9619140625,0.0078125,0.36179541015625,True
scene_007,traffic_elements,Depressing,0.08333333333333333,-1.203125,-1.6875,-1.5625,0.484375,0.359375,3550.360595703125,3550.35009765625,0.010498046875,0.35503605957031253,True
scene_007,traffic_elements,Lively,1.4583333333333333,8.765625,8.1875,6.078125,0.578125,2.6875,3617.9541015625,3617.96142578125,0.00732421875,0.36179541015625,True
scene_007,traffic_elements,Safe,-0.4083333333333334,-5.390625,-6.5625,-5.046875,1.171875,-0.34375,3550.360595703125,3550.347412109375,0.01318359375,0.35503605957031253,True
scene_007,traffic_elements,Wealthy,0.2416666666666667,3.53125,2.1875,0.265625,1.34375,3.265625,3617.9541015625,3617.96728515625,0.01318359375,0.36179541015625,True
scene_007,traffic_elements,Boring,-0.375,-2.953125,-4.046875,-3.515625,1.09375,0.5625,3550.360595703125,3550.370361328125,0.009765625,0.35503605957031253,True
scene_007,built_elements,Beautiful,0.48333333333333334,-0.96875,-1.390625,-1.078125,0.421875,0.109375,3391.959716796875,3391.95654296875,0.003173828125,0.3391959716796875,True
scene_007,built_elements,Depressing,-1.0666666666666667,-3.515625,-3.265625,-2.5625,-0.25,-0.953125,3389.0634765625,3389.052734375,0.0107421875,0.33890634765625,True
scene_007,built_elements,Lively,0.15,0.84375,0.4375,0.359375,0.40625,0.484375,3391.959716796875,3391.936279296875,0.0234375,0.3391959716796875,True
scene_007,built_elements,Safe,0.3416666666666666,2.984375,1.625,1.40625,1.359375,1.578125,3389.0634765625,3389.0634765625,0.0,0.33890634765625,True
scene_007,built_elements,Wealthy,0.975,-0.546875,-1.453125,-0.640625,0.90625,0.09375,3391.959716796875,3391.9541015625,0.005615234375,0.3391959716796875,True
scene_007,built_elements,Boring,0.05833333333333335,-2.75,-2.515625,-1.734375,-0.234375,-1.015625,3389.0634765625,3389.0205078125,0.04296875,0.33890634765625,True
scene_008,natural_elements,Beautiful,2.2333333333333334,8.515625,7.109375,3.421875,1.40625,5.09375,3710.24169921875,3710.198974609375,0.042724609375,0.37102416992187504,True
scene_008,natural_elements,Depressing,-2.775,-0.734375,-0.84375,-0.484375,0.109375,-0.25,3711.0537109375,3711.073486328125,0.019775390625,0.37110537109375,True
scene_008,natural_elements,Lively,1.1916666666666667,5.328125,3.546875,2.609375,1.78125,2.71875,3710.24169921875,3710.274169921875,0.032470703125,0.37102416992187504,True
scene_008,natural_elements,Safe,1.0916666666666666,2.71875,2.609375,2.796875,0.109375,-0.078125,3711.0537109375,3711.045166015625,0.008544921875,0.37110537109375,True
scene_008,natural_elements,Wealthy,1.3499999999999999,4.96875,3.984375,4.53125,0.984375,0.4375,3710.24169921875,3710.29150390625,0.0498046875,0.37102416992187504,True
scene_008,natural_elements,Boring,-1.1916666666666667,-1.0625,-1.34375,-1.109375,0.28125,0.046875,3711.0537109375,3711.035888671875,0.017822265625,0.37110537109375,True
scene_008,traffic_elements,Beautiful,-0.7666666666666666,-1.796875,-2.46875,-1.59375,0.671875,-0.203125,3395.439453125,3395.43505859375,0.00439453125,0.33954394531250004,True
scene_008,traffic_elements,Depressing,0.08333333333333333,-4.59375,-4.359375,-3.921875,-0.234375,-0.671875,3415.380126953125,3415.36669921875,0.013427734375,0.34153801269531253,True
scene_008,traffic_elements,Lively,1.4583333333333333,7.171875,7.46875,6.25,-0.296875,0.921875,3395.439453125,3395.446044921875,0.006591796875,0.33954394531250004,True
scene_008,traffic_elements,Safe,-0.4083333333333334,-3.421875,-3.140625,-3.5,-0.28125,0.078125,3415.380126953125,3415.40576171875,0.025634765625,0.34153801269531253,True
scene_008,traffic_elements,Wealthy,0.2416666666666667,-0.375,-0.75,-0.4375,0.375,0.0625,3395.439453125,3395.443603515625,0.004150390625,0.33954394531250004,True
scene_008,traffic_elements,Boring,-0.375,-5.125,-4.78125,-3.46875,-0.34375,-1.65625,3415.380126953125,3415.348388671875,0.03173828125,0.34153801269531253,True
scene_008,built_elements,Beautiful,0.48333333333333334,3.1875,2.359375,1.25,0.828125,1.9375,3817.286865234375,3817.279541015625,0.00732421875,0.3817286865234375,True
scene_008,built_elements,Depressing,-1.0666666666666667,1.875,1.890625,1.671875,-0.015625,0.203125,3835.382080078125,3835.3720703125,0.010009765625,0.3835382080078125,True
scene_008,built_elements,Lively,0.15,-0.328125,0.046875,0.15625,-0.375,-0.484375,3817.286865234375,3817.28125,0.005615234375,0.3817286865234375,True
scene_008,built_elements,Safe,0.3416666666666666,1.671875,1.34375,1.53125,0.328125,0.140625,3835.382080078125,3835.36328125,0.018798828125,0.3835382080078125,True
scene_008,built_elements,Wealthy,0.975,4.34375,3.765625,2.203125,0.578125,2.140625,3817.286865234375,3817.3251953125,0.038330078125,0.3817286865234375,True
scene_008,built_elements,Boring,0.05833333333333335,1.359375,1.234375,1.25,0.125,0.109375,3835.382080078125,3835.37255859375,0.009521484375,0.3835382080078125,True
scene_009,natural_elements,Beautiful,2.2333333333333334,0.921875,0.84375,0.8125,0.078125,0.109375,3545.256103515625,3545.263916015625,0.0078125,0.3545256103515625,True
scene_009,natural_elements,Depressing,-2.775,-7.296875,-7.578125,-4.53125,0.28125,-2.765625,3561.03759765625,3560.996826171875,0.040771484375,0.356103759765625,True
scene_009,natural_elements,Lively,1.1916666666666667,4.78125,5.03125,4.125,-0.25,0.65625,3545.256103515625,3545.273193359375,0.01708984375,0.3545256103515625,True
scene_009,natural_elements,Safe,1.0916666666666666,4.953125,3.8125,3.46875,1.140625,1.484375,3561.03759765625,3561.03564453125,0.001953125,0.356103759765625,True
scene_009,natural_elements,Wealthy,1.3499999999999999,-1.28125,-1.3125,-1.34375,0.03125,0.0625,3545.256103515625,3545.2646484375,0.008544921875,0.3545256103515625,True
scene_009,natural_elements,Boring,-1.1916666666666667,-4.59375,-4.078125,-3.203125,-0.515625,-1.390625,3561.03759765625,3561.0439453125,0.00634765625,0.356103759765625,True
scene_009,traffic_elements,Beautiful,-0.7666666666666666,-0.3125,0.3125,1.6875,-0.625,-2.0,3582.165283203125,3582.17236328125,0.007080078125,0.35821652832031253,True
scene_009,traffic_elements,Depressing,0.08333333333333333,4.15625,4.703125,3.484375,-0.546875,0.671875,3540.69091796875,3540.69677734375,0.005859375,0.354069091796875,True
scene_009,traffic_elements,Lively,1.4583333333333333,8.328125,8.5625,5.09375,-0.234375,3.234375,3582.165283203125,3582.146728515625,0.0185546875,0.35821652832031253,True
scene_009,traffic_elements,Safe,-0.4083333333333334,-6.28125,-6.78125,-5.78125,0.5,-0.5,3540.69091796875,3540.694091796875,0.003173828125,0.354069091796875,True
scene_009,traffic_elements,Wealthy,0.2416666666666667,2.3125,3.0625,2.140625,-0.75,0.171875,3582.165283203125,3582.16748046875,0.002197265625,0.35821652832031253,True
scene_009,traffic_elements,Boring,-0.375,-0.890625,-1.375,-0.984375,0.484375,0.09375,3540.69091796875,3540.699951171875,0.009033203125,0.354069091796875,True
scene_009,built_elements,Beautiful,0.48333333333333334,-1.921875,-2.1875,-1.515625,0.265625,-0.40625,3182.072265625,3182.087646484375,0.015380859375,0.3182072265625,True
scene_009,built_elements,Depressing,-1.0666666666666667,-2.34375,-3.328125,-1.28125,0.984375,-1.0625,3202.49658203125,3202.484619140625,0.011962890625,0.320249658203125,True
scene_009,built_elements,Lively,0.15,0.15625,0.015625,0.34375,0.140625,-0.1875,3182.072265625,3182.072509765625,0.000244140625,0.3182072265625,True
scene_009,built_elements,Safe,0.3416666666666666,4.203125,3.484375,2.890625,0.71875,1.3125,3202.49658203125,3202.5087890625,0.01220703125,0.320249658203125,True
scene_009,built_elements,Wealthy,0.975,-2.625,-2.84375,-2.296875,0.21875,-0.328125,3182.072265625,3182.094482421875,0.022216796875,0.3182072265625,True
scene_009,built_elements,Boring,0.05833333333333335,-0.9375,-1.78125,-0.078125,0.84375,-0.859375,3202.49658203125,3202.473388671875,0.023193359375,0.320249658203125,True
